league,season,game,game_id,period,minute,second,expanded_minute,type,outcome_type,team_id,team,player_id,player,x,y,end_x,end_y,goal_mouth_y,goal_mouth_z,blocked_x,blocked_y,qualifiers,is_touch,is_shot,is_goal,card_type,related_event_id,related_player_id
ENG-Premier League,2526,2025-11-24 Manchester United-Everton,1903234,FirstHalf,0,0.0,0,Start,Successful,32,Man Utd,,,0.0,0.0,,,,,,,[],False,,,,,
ENG-Premier League,2526,2025-11-24 Manchester United-Everton,1903234,FirstHalf,0,0.0,0,Start,Successful,31,Everton,,,0.0,0.0,,,,,,,[],False,,,,,
ENG-Premier League,2526,2025-11-24 Manchester United-Everton,1903234,FirstHalf,0,0.0,0,Pass,Successful,31,Everton,391256.0,Kiernan Dewsbury-Hall,49.8,50.2,24.1,60.7,,,,,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '27.9'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '60.7'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.88'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '24.1'}]",True,,,,,
ENG-Premier League,2526,2025-11-24 Manchester United-Everton,1903234,FirstHalf,0,3.0,0,Pass,Successful,31,Everton,110189.0,Jordan Pickford,24.1,62.4,70.4,44.4,,,,,"[{'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '44.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '70.4'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '50.1'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.04'}]",True,,,,,
ENG-Premier League,2526,2025-11-24 Manchester United-Everton,1903234,FirstHalf,0,7.0,0,Pass,Unsuccessful,31,Everton,366116.0,Iliman Ndiaye,70.4,44.4,76.8,29.7,,,,,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.30'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '76.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '29.7'}, {'type': {'displayName': 'HeadPass', 'value': 3}}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '12.0'}]",True,,,,,
ENG-Premier League,2526,2025-11-24 Manchester United-Everton,1903234,FirstHalf,0,8.0,0,Pass,Unsuccessful,32,Man Utd,118244.0,Luke Shaw,22.8,70.7,31.2,72.6,,,,,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '31.2'}, {'type': {'displayName': 'HeadPass', 'value': 3}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '72.6'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '8.9'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.15'}]",True,,,,,
ENG-Premier League,2526,2025-11-24 Manchester United-Everton,1903234,FirstHalf,0,9.0,0,Dispossessed,Successful,31,Everton,367781.0,James Garner,71.4,22.3,,,,,,,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '5'}]",True,,,,,
ENG-Premier League,2526,2025-11-24 Manchester United-Everton,1903234,FirstHalf,0,9.0,0,Tackle,Unsuccessful,32,Man Utd,386634.0,Amad Diallo,28.6,77.7,,,,,,,"[{'type': {'displayName': 'StandingSave', 'value': 178}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '7'}]",True,,,,,
ENG-Premier League,2526,2025-11-24 Manchester United-Everton,1903234,FirstHalf,0,10.0,0,BallTouch,Successful,31,Everton,367781.0,James Garner,71.8,23.1,,,,,,,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]",True,,,,,
ENG-Premier League,2526,2025-11-24 Manchester United-Everton,1903234,FirstHalf,0,12.0,0,Pass,Unsuccessful,32,Man Utd,495260.0,Patrick Dorgu,27.6,85.2,28.1,83.0,,,,,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '83.0'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.05'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '1.6'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '8'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '28.1'}]",True,,,,,
ENG-Premier League,2526,2025-11-24 Manchester United-Everton,1903234,FirstHalf,0,12.0,0,BlockedPass,Successful,31,Everton,367781.0,James Garner,71.9,17.0,,,,,,,"[{'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '6'}]",True,,,,,
