league,season,game,game_id,period,minute,second,expanded_minute,type,outcome_type,team_id,team,player_id,player,x,y,end_x,end_y,goal_mouth_y,goal_mouth_z,blocked_x,blocked_y,qualifiers,is_touch,is_shot,is_goal,card_type,related_event_id,related_player_id
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,0.0,0,Start,Successful,161,Wolves,,,0.0,0.0,,,,,,,[],False,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,0.0,0,Start,Successful,32,Man Utd,,,0.0,0.0,,,,,,,[],False,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,0.0,0,Pass,Successful,32,Man Utd,353377.0,Bryan Mbeumo,50.1,50.1,26.1,52.8,,,,,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '3.07'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '25.3'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '26.1'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '52.8'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,3.0,0,Pass,Successful,32,Man Utd,402184.0,Senne Lammens,27.5,51.0,75.9,83.4,,,,,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '83.4'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '75.9'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '55.4'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.41'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,7.0,0,Aerial,Successful,32,Man Utd,353418.0,Diogo Dalot,75.9,83.4,,,,,,,"[{'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '4'}]",False,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,7.0,0,Aerial,Unsuccessful,161,Wolves,404245.0,Ladislav Krejcí,24.1,16.6,,,,,,,"[{'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '6'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Defensive', 'value': 285}}]",False,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,8.0,0,Pass,Unsuccessful,32,Man Utd,353418.0,Diogo Dalot,75.9,83.4,100.0,72.3,,,,,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '27.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '72.3'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '100.0'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.01'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'HeadPass', 'value': 3}}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,23.0,0,Pass,Successful,161,Wolves,105603.0,Sam Johnstone,3.0,50.3,5.3,28.2,,,,,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.87'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '28.2'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '5.3'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '15.2'}, {'type': {'displayName': 'GoalKick', 'value': 124}}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,27.0,0,Pass,Successful,161,Wolves,402810.0,Emmanuel Agbadou,5.5,25.8,55.4,20.4,,,,,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '20.4'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '55.4'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.21'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Right'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '52.5'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,29.0,0,Pass,Unsuccessful,161,Wolves,333048.0,Jørgen Strand Larsen,55.4,20.3,68.0,31.9,,,,,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '68.0'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '31.9'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.54'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '15.4'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,30.0,0,Clearance,Successful,32,Man Utd,88526.0,Casemiro,35.3,72.4,37.5,64.6,,,,,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '37.5'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '64.6'}, {'type': {'displayName': 'Head', 'value': 15}}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.12'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '5.8'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,34.0,0,Pass,Successful,161,Wolves,320242.0,Jean-Ricner Bellegarde,63.1,52.8,62.8,64.6,,,,,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.61'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '62.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '64.6'}, {'type': {'displayName': 'HeadPass', 'value': 3}}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '8.0'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,35.0,0,Pass,Successful,161,Wolves,415341.0,David Møller Wolfe,69.6,65.7,73.7,61.2,,,,,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '5.3'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '61.2'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.67'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '73.7'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,37.0,0,Pass,Successful,161,Wolves,404245.0,Ladislav Krejcí,75.2,61.5,95.9,90.8,,,,,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '29.5'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '90.8'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.74'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '95.9'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,41.0,0,Pass,Unsuccessful,161,Wolves,320242.0,Jean-Ricner Bellegarde,95.4,91.4,93.0,81.1,,,,,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '81.1'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '93.0'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.37'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '7.4'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,44.0,0,Pass,Successful,32,Man Utd,349932.0,Noussair Mazraoui,9.0,14.7,18.6,10.0,,,,,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '5.98'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '10.6'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '18.6'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '10.0'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,45.0,0,BallRecovery,Successful,32,Man Utd,353377.0,Bryan Mbeumo,19.8,10.2,,,,,,,[],False,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,46.0,0,TakeOn,Unsuccessful,32,Man Utd,353377.0,Bryan Mbeumo,27.4,13.6,,,,,,,"[{'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '13'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,46.0,0,Tackle,Unsuccessful,161,Wolves,431283.0,Toti Gomes,72.6,86.4,,,,,,,"[{'type': {'displayName': 'StandingSave', 'value': 178}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Left'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '13'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,47.0,0,Pass,Successful,32,Man Utd,353377.0,Bryan Mbeumo,23.5,13.5,18.4,16.9,,,,,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.73'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '5.8'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '18.4'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '16.9'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,48.0,0,Pass,Successful,32,Man Utd,349932.0,Noussair Mazraoui,18.4,16.9,31.5,17.2,,,,,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '13.8'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '31.5'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '17.2'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.01'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,50.0,0,Challenge,Unsuccessful,161,Wolves,397585.0,André,68.2,78.0,,,,,,,"[{'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '16'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'Offensive', 'value': 286}}]",False,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,50.0,0,TakeOn,Successful,32,Man Utd,353377.0,Bryan Mbeumo,31.8,22.0,,,,,,,"[{'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '14'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,52.0,0,GoodSkill,Successful,32,Man Utd,353377.0,Bryan Mbeumo,34.7,20.1,,,,,,,[],True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,54.0,0,Pass,Unsuccessful,32,Man Utd,353377.0,Bryan Mbeumo,46.0,40.7,45.4,43.6,,,,,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.88'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '45.4'}, {'type': {'displayName': 'Offensive', 'value': 286}}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '2.1'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '15'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '43.6'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,54.0,0,BlockedPass,Successful,161,Wolves,424039.0,Jhon Arias,54.6,56.4,,,,,,,"[{'type': {'displayName': 'Defensive', 'value': 285}}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'OppositeRelatedEvent', 'value': 233}, 'value': '18'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,59.0,0,BallRecovery,Successful,161,Wolves,105603.0,Sam Johnstone,22.9,26.8,,,,,,,[],False,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,0,59.0,0,Pass,Unsuccessful,161,Wolves,105603.0,Sam Johnstone,22.9,26.8,85.7,30.3,,,,,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.04'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '85.7'}, {'type': {'displayName': 'Longball', 'value': 1}}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '30.3'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '66.0'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,3.0,1,BallRecovery,Successful,32,Man Utd,402184.0,Senne Lammens,13.1,69.4,,,,,,,[],False,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,4.0,1,Pass,Successful,32,Man Utd,402184.0,Senne Lammens,13.1,69.4,24.2,78.0,,,,,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '13.0'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '78.0'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '24.2'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.47'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,8.0,1,Pass,Successful,32,Man Utd,118244.0,Luke Shaw,24.2,78.0,24.8,61.8,,,,,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.77'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '11.0'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '24.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '61.8'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,12.0,1,Pass,Successful,32,Man Utd,517341.0,Ayden Heaven,23.7,50.4,23.3,28.8,,,,,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '28.8'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '23.3'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '14.7'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.68'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,14.0,1,Pass,Successful,32,Man Utd,349932.0,Noussair Mazraoui,23.7,28.3,37.7,24.3,,,,,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '14.9'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '37.7'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '24.3'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '6.10'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,16.0,1,Pass,Successful,32,Man Utd,353377.0,Bryan Mbeumo,36.6,21.3,29.1,7.2,,,,,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '29.1'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '7.2'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.02'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '12.4'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,19.0,1,Pass,Successful,32,Man Utd,386634.0,Amad Diallo,28.4,7.0,20.4,11.7,,,,,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '11.7'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '20.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '9.0'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.78'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,21.0,1,Pass,Successful,32,Man Utd,349932.0,Noussair Mazraoui,20.4,11.7,31.5,22.6,,,,,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '13.8'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '31.5'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.57'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '22.6'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,24.0,1,Pass,Successful,32,Man Utd,362758.0,Matheus Cunha,29.6,19.8,26.8,24.9,,,,,"[{'type': {'displayName': 'Length', 'value': 212}, 'value': '4.5'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '2.27'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '26.8'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '24.9'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,25.0,1,Pass,Successful,32,Man Utd,88526.0,Casemiro,26.8,24.9,38.7,25.5,,,,,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '38.7'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.03'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '25.5'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '12.5'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,26.0,1,Pass,Successful,32,Man Utd,123761.0,Bruno Fernandes,38.7,25.5,38.4,17.7,,,,,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '4.65'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '38.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '5.3'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '17.7'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,28.0,1,Pass,Successful,32,Man Utd,362758.0,Matheus Cunha,51.9,15.7,55.9,28.8,,,,,"[{'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.13'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '28.8'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '55.9'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '9.8'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,31.0,1,Pass,Unsuccessful,32,Man Utd,123761.0,Bruno Fernandes,61.4,37.5,73.4,51.1,,,,,"[{'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '51.1'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Center'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '73.4'}, {'type': {'displayName': 'Throughball', 'value': 4}}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '0.63'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '15.6'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,33.0,1,BallRecovery,Successful,161,Wolves,425060.0,Yerson Mosquera,28.1,36.6,,,,,,,[],False,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,34.0,1,Pass,Successful,161,Wolves,425060.0,Yerson Mosquera,27.1,34.4,33.6,50.1,,,,,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '33.6'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.00'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '12.7'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '50.1'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,36.0,1,Pass,Successful,161,Wolves,397585.0,André,32.8,51.1,35.3,64.4,,,,,"[{'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '35.3'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '9.4'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '64.4'}, {'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '1.29'}]",True,,,,,
ENG-Premier League,2526,2025-12-08 Wolves-Manchester United,1903483,FirstHalf,1,37.0,1,Pass,Successful,161,Wolves,404245.0,Ladislav Krejcí,38.1,65.7,22.4,66.1,,,,,"[{'type': {'displayName': 'Zone', 'value': 56}, 'value': 'Back'}, {'type': {'displayName': 'Angle', 'value': 213}, 'value': '3.13'}, {'type': {'displayName': 'PassEndX', 'value': 140}, 'value': '22.4'}, {'type': {'displayName': 'PassEndY', 'value': 141}, 'value': '66.1'}, {'type': {'displayName': 'Length', 'value': 212}, 'value': '16.5'}]",True,,,,,
