,game_id,team_id,player_id,player_name,is_starter,minutes_played,jersey_number,starting_position
0,1903167,32,361707,Altay Bayindir,True,108,1,GK
1,1903167,32,320374,Matthijs de Ligt,True,108,4,DC
2,1903167,32,99487,Harry Maguire,True,80,5,DC
3,1903167,32,118244,Luke Shaw,True,108,23,DC
4,1903167,32,349932,Noussair Mazraoui,True,75,3,DMR
5,1903167,32,495260,Patrick Dorgu,True,108,13,DML
6,1903167,32,88526,Casemiro,True,49,18,MC
7,1903167,32,123761,Bruno Fernandes,True,97,8,MC
8,1903167,32,353377,Bryan Mbeumo,True,80,19,AMC
9,1903167,32,386634,Amad Diallo,True,108,16,AMC
10,1903167,32,424191,Benjamin Sesko,True,56,30,FW
11,1903167,32,362758,Matheus Cunha,False,33,10,Sub
12,1903167,32,437299,Leny Yoro,False,28,15,Sub
13,1903167,32,408962,Manuel Ugarte,False,52,25,Sub
14,1903167,32,460260,Kobbie Mainoo,False,11,37,Sub
15,1903167,32,343346,Mason Mount,False,28,7,Sub
16,1903167,32,402184,Senne Lammens,False,0,31,Sub
17,1903167,32,383956,Joshua Zirkzee,False,0,11,Sub
18,1903167,32,455860,Tyler Fredricson,False,0,33,Sub
19,1903167,32,517341,Ayden Heaven,False,0,26,Sub
20,1903167,15,362151,Robert Sánchez,True,4,1,GK
21,1903167,15,361330,Reece James,True,108,24,DR
22,1903167,15,373946,Wesley Fofana,True,74,29,DC
23,1903167,15,353292,Trevoh Chalobah,True,108,23,DC
24,1903167,15,363496,Marc Cucurella,True,74,3,DL
25,1903167,15,369430,Enzo Fernández,True,108,8,DMC
26,1903167,15,410175,Moisés Caicedo,True,108,25,DMC
27,1903167,15,510728,Estêvão,True,5,41,AMR
28,1903167,15,395692,Cole Palmer,True,20,10,AMC
29,1903167,15,337916,Pedro Neto,True,6,7,AML
30,1903167,15,373525,João Pedro,True,108,20,FW
31,1903167,15,451236,Andrey Santos,False,88,17,Sub
32,1903167,15,404749,Filip Jörgensen,False,103,12,Sub
33,1903167,15,403850,Malo Gusto,False,34,27,Sub
34,1903167,15,136464,Tosin Adarabioyo,False,102,4,Sub
35,1903167,15,523597,Tyrique George,False,34,32,Sub
36,1903167,15,437022,Alejandro Garnacho,False,0,49,Sub
37,1903167,15,467715,Jorrel Hato,False,0,21,Sub
38,1903167,15,436425,Jamie Gittens,False,0,11,Sub
39,1903167,15,483208,Marc Guiu,False,0,38,Sub
